make,model,variant,yearFrom,yearTo,bodyType,doors,seats,engineCode,engineDisplacement,engineCylinders,engineValves,engineFuelType,enginePowerBhp,enginePowerKw,engineTorqueNm,engineAspiration,enginePosition,gearboxType,gears,drivetrain,acceleration0100,topSpeedKph,topSpeedMph,fuelEconomyCombinedMpg,fuelEconomyCombinedL100,fuelEconomyUrbanL100,fuelEconomyExtraUrbanL100,fuelTankLitres,co2Gkm,emissionsStandard,noxMgkm,lengthMm,widthMm,heightMm,wheelbaseMm,weightKg,grossWeightKg,bootLitres,bootLitresMax,tyreFront,tyreRear,brakeFront,brakeRear,batteryKwh,electricRangeKm,chargingKw
CHEVROLET,Corvette C5 Convertible,5.7L V8 4AT RWD (345 HP),1998,2004,,,,,5665,8,,PETROL,345,257.3,475,,,AUTOMATIC,4,RWD,5.3,277,172,20,11.8,13.8,9.4,71,,,,4567,1869,1214,2657,1476,,394,,245/45 Zr17 // 275/40 Zr18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Convertible,5.7L V8 4AT RWD (350 HP),1998,2004,,,,,5665,8,,PETROL,345,257.3,475,,,AUTOMATIC,4,RWD,5.3,282,175,21,11.2,13.1,9,71,,,,4567,1869,1214,2657,1458,,394,,245/45 Zr17 // 275/40 Zr18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Convertible,5.7L V8 6MT RWD (345 HP),1998,2004,,,,,5665,8,,PETROL,345,257.3,475,,,MANUAL,6,RWD,5,277,172,21,11.2,13.1,8.7,71,,,,4567,1869,1214,2657,1456,,394,,245/45 Zr17 // 275/40 Zr18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Convertible,5.7L V8 6MT RWD (350 HP),1998,2004,,,,,5665,8,,PETROL,350,261,508,,,MANUAL,6,RWD,4.7,285,177,22,10.7,12.4,8.4,71,,,,4567,1869,1214,2657,1456,,394,,245/45 Zr17 // 275/40 Zr18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Coupe,5.7L V8 4AT RWD (345 HP),1997,2004,,,,,5665,8,,PETROL,345,257.3,475,,,AUTOMATIC,4,RWD,5.5,277,172,20,11.8,13.8,9.4,,,,,4567,1869,1212,2657,1465,,702,,245/45 Zr 17 || 275/40 Zr 18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Coupe,5.7L V8 4AT RWD (350 HP),1997,2004,,,,,5665,8,,PETROL,350,261,508,,,AUTOMATIC,4,RWD,5.3,282,175,21,11.2,13.1,9,,,,,4567,1869,1212,2657,1460,,702,,245/45 Zr 17 || 275/40 Zr 18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Coupe,5.7L V8 6MT RWD (345 HP),1997,2004,,,,,5665,8,,PETROL,345,257.3,475,,,MANUAL,6,RWD,5,277,172,21,11.2,13.1,8.7,,,,,4567,1869,1212,2657,1458,,702,,245/45 Zr 17 || 275/40 Zr 18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C5 Coupe,5.7L V8 6MT RWD (350 HP),1997,2004,,,,,5665,8,,PETROL,350,261,508,,,MANUAL,6,RWD,4.7,282,175,22,10.7,12.4,8.4,,,,,4567,1869,1212,2657,1458,,702,,245/45 Zr 17 || 275/40 Zr 18,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Convertible,6.0L V8 4AT RWD (400 HP),2004,2013,,,,,5967,8,,PETROL,400,298.3,542,,,AUTOMATIC,4,RWD,,299,186,20,11.8,13.1,9,,,,,4445,1854,1245,2639,1451,,292,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Convertible,6.0L V8 6AT RWD (430 HP),2004,2013,,,,,5967,8,,PETROL,430,320.7,575,,,AUTOMATIC,6,RWD,,299,186,18,13.1,15.7,9.4,,,,,4445,1854,1245,2639,1461,,292,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Convertible,6.0L V8 6MT RWD (400 HP),2004,2013,,,,,5967,8,,PETROL,400,298.3,542,,,MANUAL,6,RWD,4.4,299,186,21,11.2,13.1,8.4,,,,,4445,1854,1245,2639,1442,,292,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Convertible,6.0L V8 6MT RWD (430 HP),2004,2013,,,,,5967,8,,PETROL,430,320.7,575,,,MANUAL,6,RWD,,299,186,19,12.4,14.7,9,,,,,4445,1854,1245,2639,1461,,292,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Coupe,6.0 V8 6AT (400 HP),2004,2008,,,,,5967,8,,PETROL,400,298.3,542,,,AUTOMATIC,6,RWD,,299,186,21,11.2,13.8,8.7,,,,,4435,1844,1247,2685,1442,,629,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Coupe,6.0 V8 6MT (400 HP),2004,2008,,,,,5967,8,,PETROL,400,298.3,542,,,MANUAL,6,RWD,4.4,299,186,21,11.2,13.1,8.4,,,,,4435,1844,1247,2685,1442,,629,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Coupe,6.2 V8 6AT (430 HP),2004,2008,,,,,6162,8,,PETROL,430,320.7,450,,,AUTOMATIC,6,RWD,,306,190,18,13.1,15.7,9.4,,,,,4435,1844,1247,2685,1459,,629,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette C6 Coupe,6.2 V8 6MT (430 HP),2004,2008,,,,,6162,8,,PETROL,430,320.7,450,,,MANUAL,6,RWD,,306,190,19,12.4,14.7,9,,,,,4435,1844,1247,2685,1459,,629,,245/40R18 || 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette Convertible,6.2 V8 LS3 6AT (430 HP),2008,2013,,,,,6162,8,,PETROL,430,321,591,,,AUTOMATIC,6,RWD,4.6,306,190,22,10.7,13.8,8.7,,,,,4435,1844,1245,2685,1461,,311,,P245/40Zr18 || P285/35Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette Convertible,6.2 V8 LS3 6MT (430 HP),2008,2013,,,,,6162,8,,PETROL,430,321,591,,,MANUAL,6,RWD,4.4,306,190,21,11.2,14.7,9,,,,,4435,1844,1245,2685,1461,,311,,P245/40Zr18 || P285/35Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette Convertible Grand Sport,6.2 V8 LS3 6AT (430 HP),2009,2013,,,,,6162,8,,PETROL,430,321,575,,,AUTOMATIC,6,RWD,4.4,299,186,17.6,13.4,20.5,9.2,,,,,4460,1928,1237,2685,1460,,311,,P275/35Zr18 || P325/30Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette Convertible Grand Sport,6.2 V8 LS3 6MT (430 HP),2009,2013,,,,,6162,8,,PETROL,430,321,575,,,MANUAL,6,RWD,4.3,299,186,17.7,13.3,20.6,9,,,,,4460,1928,1237,2685,1460,,311,,P275/35Zr18 || P325/30Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette Coupe,6.2 V8 LS3 6AT (430 HP),2008,2013,,,,,6162,8,,PETROL,430,321,575,,,AUTOMATIC,6,RWD,4.4,299,186,17.6,13.4,2.4,9.2,,,,,4435,1844,1245,2685,1459,,623,,P245/40Zr18 || P285/35Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette Coupe,6.2 V8 LS3 6MT (430 HP),2008,2013,,,,,6162,8,,PETROL,430,321,575,,,MANUAL,6,RWD,4.3,299,186,17.7,13.3,20.6,9,,,,,4435,1844,1245,2685,1459,,623,,P245/40Zr18 || P285/35Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette Stingray C7,6.2L V8 7MT (460 HP),2013,2019,,,,,6162,8,,PETROL,460,343,624,,,MANUAL,7,RWD,4.2,290,180,19.6,12,19,7.8,,,,,4496,1877,1234,2710,1539,,286,,245/40R18 // 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette Stingray C7,6.2L V8 8AT (460 HP),2013,2019,,,,,6162,8,,PETROL,460,343,624,,,AUTOMATIC,8,RWD,3.8,290,180,16,14.7,18.1,8.4,,,,,4496,1877,1234,2710,1560,,286,,245/40R18 // 285/35R19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette Stingray Convertible C7,6.2l V8 AT (450 HP),2013,,,,,,6162,8,,PETROL,444,331,610,,,AUTOMATIC,6,RWD,4,306,190,26,9,14.7,8.4,,,,,4496,1877,1234,2710,1525,,283,,"Front: 245/40R18, Rear: 285/35R19",,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette Stingray Convertible C7,6.2l V8 MT (450 HP),2013,,,,,,6162,8,,PETROL,444,331,610,,,AUTOMATIC,6,RWD,4.2,282,175,19.3,12.2,19.1,8.1,,,,,4496,1877,1234,2710,1525,,283,,"Front: 245/40R18, Rear: 285/35R19",,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette Z06,5.5L V8 (679 HP),2021,,,,,,,8,,PETROL,670,499.6,624,,,,,,,,,,,,,,,,,,,,,,,,,275/30 Zr20 // 345/25Zr21,,Ventilated Discs,Disc,,,
CHEVROLET,Corvette Z06,7.0 V8 LS7 6MT (506 HP),2008,2013,,,,,7008,8,,PETROL,506,377,637,,,MANUAL,6,RWD,3.9,320,199,16,14.7,22.8,10,,,,,4460,1928,1245,2685,1418,,623,,P245/40Zr18 || P285/35Zr19,,Ventilated Discs,Discs,,,
CHEVROLET,Corvette ZR1,5.5L V8 RWD 8AT (1078 HP),2025,,,,,,,8,,PETROL,1064,793.4,1123,,,DCT,8,RWD,,,,,,,,70,,,,4722,2024,1234,2723,1665,,258,,275/30Z R20 // 345/25Z R21,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette ZR1,6.2 V8 6MT (638 HP),2008,2013,,,,,6162,8,,PETROL,638,475.8,819,,,MANUAL,6,RWD,3.4,330,205,15.7,15,21.6,11.1,,,,,4475,1928,1245,2667,1507,,311,,285/30 Zr19,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette ZR1,6.2L V8 7MT RWD (755 HP),2019,,,,,,6162,8,,PETROL,755,563,969,,,MANUAL,7,RWD,,,,,,,,,,,,,,,,1614,,,,285/30Zr19 || 355/25Zr20,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Corvette ZR1,6.2L V8 8AT RWD (755 HP),2019,,,,,,6162,8,,PETROL,755,563,969,,,AUTOMATIC,8,RWD,,,,,,,,,,,,,,,,1614,,,,285/30Zr19 || 355/25Zr20,,Ventilated Discs,Ventilated Discs,,,
CHEVROLET,Cruze,1.4L 5MT FWD (100 HP),2009,2016,,,,,1364,4,,PETROL,99,74,130,,,MANUAL,5,FWD,14,188,117,44.4,5.3,7,4.3,60,,,,4597,1788,1476,2685,1300,,450,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.4L ECOTEC 6AT FWD (153 HP),2016,2018,,,,,1399,4,,PETROL,152,113,240,,,AUTOMATIC,6,FWD,,,,,,,5.9,51,,,,4666,1796,1458,68580,,,,,195/65R15,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.4L ECOTEC 6MT FWD (153 HP),2016,2018,,,,,1399,4,,PETROL,152,113,240,,,MANUAL,6,FWD,,,,,,,,51,,,,4666,1796,1458,68580,,,,,195/65R15,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.4L Turbo 6AT FWD (140 HP),2009,2016,,,,,1364,4,,PETROL,138,103,201,,,AUTOMATIC,6,FWD,10.4,204,127,37.3,6.3,9,5,,,,,4597,1788,1476,2685,1418,,450,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.4L Turbo ECO 6AT FWD (140 HP),2009,2016,,,,,1364,4,,PETROL,138,103,201,,,AUTOMATIC,6,FWD,10.4,204,127,7,33.6,9,6,60,,,,4597,1788,1476,2685,1407,,450,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.4L Turbo ECO 6MT FWD (140 HP),2009,2016,,,,,1364,4,,PETROL,138,103,201,,,MANUAL,6,FWD,9.3,200,124,41.3,5.7,8.4,5.6,60,,,,4597,1788,1476,2685,1366,,450,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.4L VVT 6AT FWD (153 HP),2018,,,,,,1399,4,,PETROL,151,112.5,239,,,AUTOMATIC,6,FWD,,,,,,,,,,,,4666,1791,1458,2700,,,419,,195/65R15 Als,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.6L 5MT FWD (113 HP,2009,2016,,,,,1598,4,,PETROL,111,83,153,,,MANUAL,5,FWD,11.8,185,115,34.5,6.8,9,5.5,60,,,,4597,1788,1476,2685,1360,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.6L 5MT FWD (124 HP),2009,2016,,,,,1598,4,,PETROL,122,91,155,,,MANUAL,5,FWD,12.8,190,118,36,6.5,9,5.3,60,,,,4597,1788,1476,2685,1375,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.6L 6AT FWD (113 HP),2009,2016,,,,,1598,4,,PETROL,111,83,153,,,AUTOMATIC,6,FWD,13.5,180,112,33.6,7,11.2,5.8,68,,,,4597,1788,1476,2685,1285,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.6L 6MT FWD (137 HP),2016,2018,,,,,1399,4,,DIESEL,137,102.2,325,,,MANUAL,6,FWD,,,,,,,4.5,51,,,,4666,1796,1458,68580,,,419,,195/65R15,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.6L 9AT FWD (137 HP),2018,,,,,,1399,4,,DIESEL,135,100.8,325,,,AUTOMATIC,9,FWD,,,,,,,,,,,,4666,1791,1458,2700,,,419,,195/65R15 Als,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.7L TD 6MT FWD (130 HP),2009,2016,,,,,1686,4,,DIESEL,129,96,300,,,MANUAL,6,FWD,10,200,124,52,4.5,5.5,3.9,60,,,,4597,1788,1476,2685,1500,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.7L VCDi 5MT FWD (132 HP),2009,2016,,,,,1686,4,,DIESEL,129,96,300,,,MANUAL,5,FWD,9.8,200,124,72.4,3.2,,,60,,,,4597,1788,1476,2685,1502,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.8L 5MT FWD (141 HP),2009,2016,,,,,1796,4,,PETROL,139,104,176,,,MANUAL,5,FWD,11,200,124,37,6.4,8.7,5.1,68,,,,4597,1788,1476,2685,1380,,450,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,1.8L 6AT FWD (141 HP),2009,2016,,,,,1796,4,,PETROL,139,104,176,,,AUTOMATIC,6,FWD,11.5,190,118,31.8,7.4,10.5,5.6,60,,,,4597,1788,1476,2685,1290,,450,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,2.0D 5MT FWD (150 HP),2009,2016,,,,,1991,4,,DIESEL,148,110,320,,,MANUAL,5,FWD,10.3,210,,42,5.6,7,4.8,60,,,,4597,1788,1476,2685,1502,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,2.0D 6AT FWD (150 HP),2009,2016,,,,,1991,4,,DIESEL,148,110,350,,,AUTOMATIC,6,FWD,8.9,209,130,42,5.6,7,4.8,60,,,,4597,1788,1476,2685,1576,,450,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,2.0TD 6AT FWD (163 HP),2009,2016,,,,,1998,4,,DIESEL,161,120,361,,,AUTOMATIC,6,FWD,9.4,209,130,35.6,6.6,9.2,5.2,60,,,,4597,1788,1476,2685,1430,,450,,225/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze,2.0TD 6MT FWD (163 HP),2009,2016,,,,,1998,4,,DIESEL,161,120,361,,,MANUAL,6,FWD,8.5,204,127,44,5.3,7.4,4.2,60,,,,4597,1788,1476,2685,1427,,450,,225/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze HB5,1.4L Turbo 6MT FWD (140 HP),2011,,,,,,1364,4,,PETROL,138,103,201,,,MANUAL,6,FWD,9.3,195,121,42,5.6,7.4,4.6,60,,,,4514,1796,1476,2685,1394,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze HB5,1.6L 5MT FWD (124 HP),2011,,,,,,1598,4,,PETROL,122,91,155,,,MANUAL,5,FWD,12,190,118,36,6.5,9,5.2,60,,,,4514,1796,1476,2685,1305,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze HB5,1.7L TD 6MT FWD (130 HP),2011,,,,,,1796,4,,DIESEL,129,96,300,,,MANUAL,6,FWD,10.2,200,124,52,4.5,5.5,3.9,60,,,,4514,1796,1476,2685,1504,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze HB5,1.8L 5MT FWD (141 HP),2011,,,,,,1796,4,,PETROL,139,104,176,,,MANUAL,5,FWD,10.1,200,124,36,6.5,9,5.2,60,,,,4514,1796,1476,2685,1310,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze HB5,1.8L 6AT FWD (141 HP),2011,,,,,,1796,4,,PETROL,139,104,176,,,AUTOMATIC,6,FWD,11.3,190,118,33,7.1,10.2,5.3,60,,,,4514,1796,1476,2685,1394,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze HB5,2.0L TD 6AT FWD (163 HP),2011,,,,,,1998,4,,DIESEL,161,120,361,,,AUTOMATIC,6,FWD,9.9,209,130,39,6,6.7,4.9,60,,,,4514,1796,1476,2685,1585,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze HB5,2.0L TD 6MT FWD (163 HP),2011,,,,,,1998,4,,DIESEL,161,120,361,,,MANUAL,6,FWD,9.2,204,127,49,4.8,6,4.2,60,,,,4514,1796,1476,2685,1504,,413,,205/60 R16,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cruze Hatchback,1.4L VVT 6AT FWD (153 HP),2018,,,,,,1399,4,,PETROL,151,112.5,239,,,AUTOMATIC,6,FWD,,,,,,,,,,,,4666,1791,1458,2700,,,419,,195/65R15 Als,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Hatchback,1.6L 9AT FWD (137 HP),2018,,,,,,1399,4,,DIESEL,135,100.8,325,,,AUTOMATIC,9,FWD,,,,,,,,,,,,4666,1791,1458,2700,,,419,,195/65R15 Als,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,1.4L Turbo 5MT FWD (140 HP),2012,,,,,,1364,4,,PETROL,138,103,201,,,MANUAL,5,FWD,9.5,200,124,41,5.7,7.4,4.7,60,,,,4676,1796,1483,2685,1405,,501,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,1.6L 5MT FWD (124 HP),2012,,,,,,1598,4,,PETROL,122,91,155,,,MANUAL,5,FWD,12.6,192,119,37,6.4,8.7,5.2,60,,,,4676,1796,1483,2685,1360,,501,,225/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,1.6L 6AT FWD (124 HP),2012,,,,,,1598,4,,PETROL,122,91,155,,,AUTOMATIC,6,FWD,12.9,192,119,38.7,6.1,8.6,4.7,60,,,,4676,1796,1483,2685,1315,,501,,225/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,1.7L CDTI 6MT FWD (130 HP),2012,,,,,,1686,4,,DIESEL,129,96,300,,,MANUAL,6,FWD,10.4,200,124,52,4.5,5.3,4,60,,,,4676,1796,1483,2685,1550,,501,,205/60 R16,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,1.8L 6AT FWD (141 HP),2012,,,,,,1796,4,,PETROL,139,104,176,,,AUTOMATIC,6,FWD,11.5,192,119,35,6.7,9,5.3,,,,,4676,1796,1483,2685,1400,,501,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,1.8L 6MT FWD (141 HP),2012,,,,,,1796,4,,PETROL,139,104,176,,,MANUAL,6,FWD,11,200,124,35,6.7,9,5.3,60,,,,4676,1796,1483,2685,1370,,501,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,2.0L CDTI 6AT FWD (163 HP),2012,,,,,,1998,4,,DIESEL,161,120,361,,,AUTOMATIC,6,FWD,10.1,198,123,38,6.2,8.4,5,60,,,,4676,1796,1483,2685,1539,,501,,225/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cruze Wagon,2.0L CDTI 6MT FWD (163 HP),2012,,,,,,1998,4,,DIESEL,161,120,361,,,MANUAL,6,FWD,8.8,200,124,44,5.3,6.7,4.3,60,,,,4676,1796,1483,2685,1520,,501,,225/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Cvevrolet Silverado 2500,6.6L V8 6AT (401 HP),2019,,,,,,6600,8,,PETROL,395,294.9,629,,,AUTOMATIC,6,RWD,,,,,,,,136,,,,6106,2080,2027,3795,,,1971,,Lt245/75R17E,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cvevrolet Silverado 2500,6.6L V8 6AT AWD (401 HP),2019,,,,,,6600,8,,PETROL,395,294.9,629,,,AUTOMATIC,6,,,,,,,,,136,,,,6106,2080,2027,3795,,,1971,,Lt245/75R17E,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cvevrolet Silverado 2500,6.6L V8 Duramax 10AT (445 HP),2019,,,,,,6619,8,,DIESEL,439,327.3,1234,,,AUTOMATIC,10,RWD,,,,,,,,136,,,,6106,2080,2027,3795,,,1971,,Lt245/75R17E,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Cvevrolet Silverado 2500,6.6L V8 Duramax 10AT AWD (445 HP),2019,,,,,,6619,8,,DIESEL,439,327.3,1234,,,AUTOMATIC,10,,,,,,,,,136,,,,6106,2080,2027,3795,,,1971,,Lt245/75R17E,,Ventilated Discs,Solid Discs,,,
CHEVROLET,Epica,2.0i 5AT (145 HP),2006,2011,,,,,1991,4,,PETROL,143,106.6,320,,,AUTOMATIC,5,FWD,9.7,200,,38.6,6.1,7.5,5.3,65,,,,4803,1806,1448,2700,1560,,476,,215/45 R18,,Ventilated Discs,Discs,,,
CHEVROLET,Epica,2.0i 5MT (145 HP),2006,2011,,,,,1993,6,,PETROL,143,107,187,,,MANUAL,5,FWD,9.9,207,,30.2,7.8,11.4,6.3,65,,,,4803,1806,1448,2700,1450,,476,,215/50R17,,Discs,Discs,,,
CHEVROLET,Epica,2.5L 5AT (156 HP),2006,2011,,,,,2492,6,,PETROL,154,114.7,235,,,AUTOMATIC,5,FWD,9.9,206,,24.2,9.7,6.6,13.8,65,,,,4803,1806,1448,2700,1495,,476,,215/50 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,1.5L 6AT AWD (170 HP),2017,2020,,,,,1490,4,,PETROL,170,126.8,275,,,AUTOMATIC,6,,,,,,,,,59,,,,4651,1844,1661,2725,1580,,847,,225/65 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,1.5L 6AT FWD (170 HP),2017,2020,,,,,1490,4,,PETROL,170,126.8,275,,,AUTOMATIC,6,FWD,,,,,,,,59,,,,4651,1844,1661,2725,1509,,847,,225/65 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,1.6L 6AT AWD (136 HP),2017,2020,,,,,1598,4,,DIESEL,136,101.4,325,,,AUTOMATIC,6,,,,,,,,,59,,,,4651,1844,1661,2725,1650,,847,,225/65 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,1.6L 6AT FWD (136 HP),2017,2020,,,,,1598,4,,DIESEL,136,101.4,325,,,AUTOMATIC,6,FWD,,,,39.9,5.9,7.3,,59,,,,4651,1844,1661,2725,1570,,847,,225/65 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,2.0L 9AT AWD (252 HP),2017,2020,,,,,1998,4,,PETROL,252,187.9,353,,,AUTOMATIC,9,,,,,,,,,59,,,,4651,1844,1661,2725,1650,,847,,225/65 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,2.0L 9AT FWD (252 HP),2017,2020,,,,,1998,4,,PETROL,252,187.9,353,,,AUTOMATIC,9,FWD,,,,,,,,59,,,,4651,1844,1661,2725,1570,,847,,225/65 R17,,Ventilated Discs,Discs,,,
CHEVROLET,Equinox,2.4L AWD 6AT (185 HP),2009,2017,,,,,2384,4,,PETROL,182,136,233,,,AUTOMATIC,6,,,,,23,10.2,11.8,8.1,71,,,,4770,1842,1684,2858,1713,,889,,P225/65 R17,,Vented Discs,Vented Discs,,,
CHEVROLET,Equinox,2.4L FWD 6AT (185 HP),2009,2017,,,,,2384,4,,PETROL,182,136,233,,,AUTOMATIC,6,FWD,,,,26,9,10.7,7.4,71,,,,4770,1842,1684,2858,1713,,889,,P225/65 R17,,Vented Discs,Vented Discs,,,
CHEVROLET,Equinox,3.4L V6 5AT AWD (185 HP),2004,2009,,,,,3350,6,,PETROL,185,138,285,,,AUTOMATIC,5,,,,,21,11.2,12.4,9.4,62,,,,4796,1814,1702,2858,1713,,1926,,235/65 R16,,Ventilated Discs,Drums,,,
CHEVROLET,Equinox,3.4L V6 5AT FWD (185 HP),2004,2009,,,,,3350,6,,PETROL,185,138,285,,,AUTOMATIC,5,FWD,,,,21,11.2,12.4,9.4,62,,,,4796,1814,1702,2858,1660,,1926,,235/65 R16,,Ventilated Discs,Drums,,,
CHEVROLET,Equinox,3.6L V6 6AT AWD (264 HP),2004,2009,,,,,3564,6,,PETROL,264,196.9,339,,,AUTOMATIC,6,,,,,19,12.4,14.7,9.8,62,,,,4796,1814,1702,2858,1776,,1926,,235/50 R18,,Ventilated Discs,Drums,,,
CHEVROLET,Equinox,3.6L V6 6AT FWD (264 HP),2004,2009,,,,,3564,6,,PETROL,264,196.9,339,,,AUTOMATIC,6,FWD,,,,19,12.4,13.8,9.8,62,,,,4796,1814,1702,2858,1732,,1926,,235/50 R18,,Ventilated Discs,Drums,,,
CHEVROLET,Equinox,3.6L V6 AWD 6AT (306 HP),2009,2017,,,,,3564,6,,PETROL,302,225,369,,,AUTOMATIC,6,,,,,20,11.8,13.8,9.8,71,,,,4770,1842,1684,2858,1779,,889,,225/60R17,,Vented Discs,Vented Discs,,,
CHEVROLET,Equinox,3.6L V6 FWD 6AT (306 HP),2009,2017,,,,,3564,6,,PETROL,302,225,369,,,AUTOMATIC,6,FWD,,,,20,11.8,13.8,9.4,,,,,4770,1842,1684,2858,1779,,889,,225/60R17,,Vented Discs,Vented Discs,,,
CHEVROLET,Evanda,2.0L 5MT FWD (116 HP),2004,2006,,,,,1998,4,,PETROL,114,85,178,,,MANUAL,5,FWD,,190,,18.1,,13,7,65,,,,4770,1816,1440,2700,1305,,430,,195/70 R14,,Ventilated Discs,Drums,,,
CHEVROLET,Evanda,2.0L 5MT FWD (131 HP),2004,2006,,,,,1998,4,,PETROL,129,96,181,,,MANUAL,5,FWD,9.8,200,,26.7,8.8,12.3,6.8,65,,,,4770,1816,1440,2700,1422,,430,,205/65 R15,,Ventilated Discs,Discs,,,
